timestamp,signal_time,symbol,quantity,price,fee,slippage_cost,reason
2026-07-01 20:01:00+00:00,2026-07-01 20:00:00+00:00,AAPL,6.16,294.5028888,1.8141377950080002,0.3627550079998582,trend_entry
2026-07-01 20:01:00+00:00,2026-07-01 20:00:00+00:00,TSLA,2.48,425.5520934,1.055369191632,0.2110316320000129,trend_entry
2026-07-02 14:34:00+00:00,2026-07-02 14:33:00+00:00,TSLA,-2.48,400.129958,0.99232229584,0.1985041599999795,trailing_stop
2026-07-10 20:01:00+00:00,2026-07-10 20:00:00+00:00,SPY,2.66,755.2010099999999,2.0088346865999998,0.4016865999998095,trend_entry
2026-07-17 04:01:00+00:00,2026-07-17 04:00:00+00:00,SPY,-1.81,745.470876,1.34930228556,0.2699144400000523,signal_exit
2026-07-17 04:02:00+00:00,2026-07-17 04:00:00+00:00,SPY,-0.85,745.490872,0.6336672412,0.12675880000001596,signal_exit
2026-07-23 16:01:00+00:00,2026-07-23 16:00:00+00:00,AAPL,-6.16,320.79582800000003,1.97610230048,0.3952995199999077,signal_exit
2026-07-24 20:01:00+00:00,2026-07-24 20:00:00+00:00,AAPL,5.57,333.11060879999997,1.8554260910159999,0.37101101599990616,trend_entry
2026-07-30 16:01:00+00:00,2026-07-30 16:00:00+00:00,AAPL,-5.57,331.513684,1.8465312198800001,0.36938011999984444,signal_exit
2026-07-31 04:01:00+00:00,2026-07-31 04:00:00+00:00,QQQ,2.91,689.33784,2.0059731144,0.40111439999995013,trend_entry
2026-07-31 08:01:00+00:00,2026-07-31 08:00:00+00:00,SPY,2.69,745.7551212,2.0060812760279996,0.40113602799991327,trend_entry
2026-07-31 08:01:00+00:00,2026-07-31 08:00:00+00:00,TSLA,4.84,316.0291932,1.529581295088,0.305855088000003,trend_entry
2026-08-12 16:01:00+00:00,2026-08-12 16:00:00+00:00,TSLA,-4.84,325.83482,1.5770405288,0.3154711999999904,signal_exit
2026-08-14 00:01:00+00:00,2026-08-14 00:00:00+00:00,TSLA,5.26,341.738334,1.7975436368399997,0.35943683999996323,trend_entry
2026-08-19 20:03:00+00:00,2026-08-19 20:00:00+00:00,AAPL,0.5,316.7713416,0.15838567080000002,0.031670800000000554,trend_entry
2026-08-19 20:09:00+00:00,2026-08-19 20:00:00+00:00,AAPL,1.19,316.74933719999996,0.37693171126799996,0.07537126799997394,trend_entry
2026-08-19 20:13:00+00:00,2026-08-19 20:00:00+00:00,AAPL,0.8,316.86336,0.253490688,0.05068799999999101,trend_entry
2026-08-19 20:15:00+00:00,2026-08-19 20:00:00+00:00,AAPL,0.8,316.873362,0.2534986896,0.05068959999998697,trend_entry
2026-08-19 20:16:00+00:00,2026-08-19 20:00:00+00:00,AAPL,0.4,316.878363,0.1267513452,0.025345199999992477,trend_entry
2026-08-20 12:01:00+00:00,2026-08-20 12:00:00+00:00,QQQ,-2.91,711.977576,2.07185474616,0.41445384000001584,signal_exit
2026-08-20 16:01:00+00:00,2026-08-20 16:00:00+00:00,SPY,-2.69,765.356898,2.0588100556200004,0.4118443799999727,signal_exit
2026-08-26 16:01:00+00:00,2026-08-26 16:00:00+00:00,TSLA,-5.26,343.751236,1.8081315013600001,0.3616986399999337,signal_exit
2026-08-27 04:01:00+00:00,2026-08-27 04:00:00+00:00,QQQ,2.83,717.483468,2.03047821444,0.40601443999995585,trend_entry
2026-08-27 04:01:00+00:00,2026-08-27 04:00:00+00:00,SPY,0.76,769.723914,0.58499017464,0.11697463999998944,trend_entry
2026-08-27 04:02:00+00:00,2026-08-27 04:00:00+00:00,QQQ,0.01,717.533478,0.00717533478,0.0014347799999995913,trend_entry
2026-08-27 04:02:00+00:00,2026-08-27 04:00:00+00:00,SPY,1.01,769.683906,0.77738074506,0.15544506000000638,trend_entry
2026-08-27 04:03:00+00:00,2026-08-27 04:00:00+00:00,SPY,0.08,769.6539,0.061572312,0.012312000000001717,trend_entry
2026-08-27 04:04:00+00:00,2026-08-27 04:00:00+00:00,SPY,0.66,769.673904,0.50798477664,0.1015766400000075,trend_entry
2026-08-27 04:06:00+00:00,2026-08-27 04:00:00+00:00,SPY,0.13,769.6539,0.100055007,0.02000700000000279,trend_entry
2026-09-03 20:01:00+00:00,2026-09-03 20:00:00+00:00,TSLA,2.8000000000000003,376.7243298,1.05482812344,0.21092344000005597,trend_entry
2026-09-10 12:01:00+00:00,2026-09-10 12:00:00+00:00,QQQ,-2.84,711.65764,2.0211076976,0.4043023999998286,signal_exit
2026-09-10 16:01:00+00:00,2026-09-10 16:00:00+00:00,SPY,-2.64,758.338302,2.00201311728,0.40048272000002727,signal_exit
2026-09-16 00:01:00+00:00,2026-09-16 00:00:00+00:00,AAPL,-0.03,331.963594,0.00995890782,0.001992179999999166,planned_end_exit
2026-09-16 00:01:00+00:00,2026-09-16 00:00:00+00:00,TSLA,-0.97,355.768832,0.34509576703999995,0.06903296000000012,planned_end_exit
2026-09-16 00:02:00+00:00,2026-09-16 00:00:00+00:00,AAPL,-0.27,331.9336,0.089622072,0.01792799999999659,planned_end_exit
2026-09-16 00:02:00+00:00,2026-09-16 00:00:00+00:00,TSLA,-1.83,355.868812,0.65123992596,0.13027404000001183,planned_end_exit
2026-09-16 00:03:00+00:00,2026-09-16 00:00:00+00:00,AAPL,-0.08,331.913604,0.02655308832,0.005311679999999797,planned_end_exit
2026-09-16 00:04:00+00:00,2026-09-16 00:00:00+00:00,AAPL,-0.13,331.98359,0.0431578667,0.008633300000002465,planned_end_exit
2026-09-16 00:05:00+00:00,2026-09-16 00:00:00+00:00,AAPL,-0.11,331.963594,0.03651599534,0.007304659999996943,planned_end_exit
2026-09-16 00:06:00+00:00,2026-09-16 00:00:00+00:00,AAPL,-3.0700000000000003,331.823622,1.01869851954,0.20378045999995723,planned_end_exit
